x,y
-5.0,0.0
-9.75,0.0
-14.26,0.0
-18.55,0.0
-22.62,0.0
-26.49,0.0
-30.17,0.0
-33.66,0.0
-36.98,0.0
-40.13,0.0
-43.12,0.0
-45.96,0.0
-48.67,0.0
-51.23,0.0
-53.67,0.0
-55.99,0.0
-58.19,0.0
-60.28,0.0
-62.26,0.0
-64.15,0.0
-65.94,0.0
-67.65,0.0
-69.26,0.0
-70.8,0.0
-72.26,0.0
-73.65,0.0
-74.97,0.0
-76.22,0.0
-77.41,0.0
-78.54,0.0
-79.61,0.0
-80.63,0.0
-81.6,0.0
-82.52,0.0
-83.39,0.0
-84.22,0.0
-85.01,0.0
-85.76,0.0
-86.47,0.0
-87.15,0.0
-87.79,0.0
-88.4,0.0
-88.98,0.0
-89.53,0.0
-90.06,0.0
-90.55,0.0
-91.03,0.0
-91.47,0.0
-91.9,0.0
-92.31,0.0
-92.69,0.0
-93.06,0.0
-93.4,0.0
-93.73,0.0
-94.05,0.0
-94.34,0.0
-94.63,0.0
-94.9,0.0
-95.15,0.0
-95.39,0.0
-95.62,0.0
-95.84,0.0
-96.05,0.0
-96.25,0.0
-96.44,0.0
-96.61,0.0
-96.78,0.0
-96.94,0.0
-97.1,0.0
-97.24,0.0
-97.38,0.0
-97.51,0.0
-97.64,0.0
-97.75,0.0
-97.87,0.0
-97.97,0.0
-98.07,0.0
-98.17,0.0
-98.26,0.0
-98.35,0.0
-98.43,0.0
-98.51,0.0
-98.58,0.0
-98.65,0.0
-98.72,0.0
-98.79,0.0
-98.85,0.0
-98.9,0.0
-98.96,0.0
-99.01,0.0
-99.06,0.0
-99.11,0.0
-99.15,0.0
-99.19,0.0
-99.23,0.0
-99.27,0.0
-99.31,0.0
-99.34,0.0
-99.38,0.0
-99.41,0.0
-99.44,0.0
-99.47,0.0
-99.49,0.0
-99.52,0.0
-99.54,0.0
-99.56,0.0
-99.59,0.0
-99.61,0.0
-99.63,0.0
-99.65,0.0
-99.66,0.0
-99.68,0.0
-99.7,0.0
-99.71,0.0
-99.73,0.0
-99.74,0.0
-99.75,0.0
-99.76,0.0
-99.78,0.0
-99.79,0.0
-99.8,0.0
-99.81,0.0
-99.82,0.0
-99.83,0.0
-99.84,0.0
-99.84,0.0
-99.85,0.0
-99.86,0.0
-99.87,0.0
-99.87,0.0
-99.88,0.0
-99.89,0.0
-99.89,0.0
-99.9,0.0
-99.9,0.0
-99.91,0.0
-99.91,0.0
-99.92,0.0
-99.92,0.0
-99.92,0.0
-99.93,0.0
-99.93,0.0
-99.93,0.0
-99.94,0.0
-99.94,0.0
-99.94,0.0
-99.95,0.0
-99.95,0.0
-99.95,0.0
-99.95,0.0
-99.96,0.0
-99.96,0.0
-99.96,0.0
-99.96,0.0
-99.96,0.0
-99.97,0.0
-99.97,0.0
-99.97,0.0
-99.97,0.0
-99.97,0.0
-99.97,0.0
-99.98,0.0
-99.98,0.0
-99.98,0.0
-99.98,0.0
-99.98,0.0
-99.98,0.0
-99.98,0.0
-99.98,0.0
-99.98,0.0
-99.98,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-99.99,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
-100.0,0.0
